,role_id,primary_alias
10818,support-officer,information-technology-support-officer
10819,computer-technician,information-technology-support-officer
10820,support-engineer,information-technology-support-officer
10821,helpdesk-analyst,information-technology-support-officer
10822,scrum-master,integration-consultant
10823,business-intelligence-analyst,integration-consultant
10824,advice-manager,integration-consultant
10825,platform-specialist,integration-consultant
10826,functional-analyst,integration-consultant
10827,security-consultant,integration-consultant
10828,governance-consultant,integration-consultant
10829,full-stack-developer,integration-consultant
10830,security-technician,security-engineer
10831,systems-architect,security-engineer
10832,devops-engineer,security-engineer
10833,solutions-specialist,security-engineer
10834,operations-engineer,security-engineer
10835,infrastructure-analyst,security-engineer
10836,infrastructure-specialist,security-engineer
10837,technical-consultant,security-engineer
10838,functional-consultant,functional-analyst
10839,business-systems-analyst,functional-analyst
10840,information-technology-business-analyst,functional-analyst
10841,applications-analyst,functional-analyst
10842,business-analyst,functional-analyst
10843,technical-business-analyst,functional-analyst
10844,technical-analyst,functional-analyst
10845,analyst-consultant,functional-analyst
10846,customer-realtionship-management-consultant,customer-realtionship-management-developer
10847,salesforce-developer,customer-realtionship-management-developer
10848,.net-software-developer,customer-realtionship-management-developer
10849,cloud-developer,customer-realtionship-management-developer
10850,data-developer,customer-realtionship-management-developer
10851,solutions-developer,customer-realtionship-management-developer
10852,java-engineer,customer-realtionship-management-developer
10853,report-developer,customer-realtionship-management-developer
10854,web-developer,android-developer
10855,developer,android-developer
10856,applications-developer,android-developer
10857,software-engineer,android-developer
10858,frontend-developer,android-developer
10859,user-interface-developer,android-developer
10860,mobile-developer,android-developer
10861,mobile-application-developer,android-developer
10862,problem-manager,incident-manager
10863,helpdesk-manager,incident-manager
10864,management-team-leader,incident-manager
10865,technology-consultant,incident-manager
10866,infrastructure-analyst,incident-manager
10867,incident-and-problem-manager,incident-manager
10868,service-desk-manager,incident-manager
10869,change-and-release-manager,incident-manager
10870,information-technology-support-technician,information-technology-technician_2
10871,computer-technician,information-technology-technician_2
10872,information-technology-support-officer,information-technology-technician_2
10873,network-administrator,information-technology-technician_2
10874,systems-administrator,information-technology-technician_2
10875,service-desk-analyst,information-technology-technician_2
10876,information-technology-consultant,information-technology-technician_2
10877,support-technician,information-technology-technician_2
10878,salesforce-developer,salesforce-administrator
10879,cloud-consultant,salesforce-administrator
10880,cloud-developer,salesforce-administrator
10881,customer-realtionship-management-consultant,salesforce-administrator
10882,sales-analyst,salesforce-administrator
10883,business-process-analyst,salesforce-administrator
10884,applications-support-analyst,salesforce-administrator
10885,data-developer,salesforce-administrator
10886,backend-developer,salesforce-developer
10887,integration-developer,salesforce-developer
10888,java-developer,salesforce-developer
10889,salesforce-administrator,salesforce-developer
10890,customer-realtionship-management-developer,salesforce-developer
10891,customer-realtionship-management-consultant,salesforce-developer
10892,applications-developer,salesforce-developer
10893,developer,salesforce-developer
10894,platform-engineer,python-developer
10895,android-developer,python-developer
10896,cloud-developer,python-developer
10897,backend-developer,python-developer
10898,devops-engineer,python-developer
10899,java-developer,python-developer
10900,full-stack-developer,python-developer
10901,php-developer,python-developer
