,id,role_id,alias,title,roleReviewStatistics,growth,industry,salarySuggestion.locationName,salarySuggestion.suggestion.min,salarySuggestion.suggestion.max,salarySuggestion.salary_min,salarySuggestion.salary_max,salarySuggestion.salary_median,salarySuggestion.__typename,roleReviewStatistics.jobSatisfaction,roleReviewStatistics.__typename,growth.value,growth.__typename,salarySuggestion
144,construction-coordinator,construction-coordinator,construction-coordinator,Construction Coordinator,,,administration-office-support,Australia,60000.0,105000.0,75000.0,90000.0,85000.0,SalarySuggestion,,,,,
145,service-specialist,service-specialist,service-specialist,Service Specialist,,,administration-office-support,Australia,60000.0,120000.0,80000.0,100000.0,91250.0,SalarySuggestion,4.3,RoleReviewStats,,,
146,service-administrator,service-administrator,service-administrator,Service Administrator,,,administration-office-support,Australia,55000.0,85000.0,65000.0,75000.0,67500.0,SalarySuggestion,3.9,RoleReviewStats,,,
147,reporting-administrator,reporting-administrator,reporting-administrator,Reporting Administrator,,,administration-office-support,Australia,45000.0,105000.0,65000.0,85000.0,75262.0,SalarySuggestion,,,,,
148,client-services-administrator,client-services-administrator,client-services-administrator,Client Services Administrator,,,administration-office-support,Australia,50000.0,95000.0,65000.0,80000.0,70000.0,SalarySuggestion,4.0,RoleReviewStats,,,
149,management-coordinator,management-coordinator,management-coordinator,Management Coordinator,,,administration-office-support,Australia,70000.0,130000.0,90000.0,110000.0,99832.0,SalarySuggestion,,,,,
150,studio-coordinator,studio-coordinator,studio-coordinator,Studio Coordinator,,,administration-office-support,Australia,65000.0,80000.0,70000.0,75000.0,70000.0,SalarySuggestion,,,,,
151,clerk,clerk,clerk,Clerk,,,administration-office-support,Australia,40000.0,85000.0,55000.0,70000.0,62500.0,SalarySuggestion,4.1,RoleReviewStats,12.9,Growth,
152,governance-coordinator,governance-coordinator,governance-coordinator,Governance Coordinator,,,administration-office-support,Australia,85000.0,130000.0,100000.0,115000.0,112299.0,SalarySuggestion,4.0,RoleReviewStats,,,
153,attendance-officer,attendance-officer,attendance-officer,Attendance Officer,,,administration-office-support,,,,,,,,,,,,
154,operations-assistant,operations-assistant,operations-assistant,Operations Assistant,,,administration-office-support,Australia,45000.0,90000.0,60000.0,75000.0,65000.0,SalarySuggestion,3.9,RoleReviewStats,11.1,Growth,
155,project-administrator,project-administrator,project-administrator,Project Administrator,,,administration-office-support,Australia,55000.0,100000.0,70000.0,85000.0,75000.0,SalarySuggestion,4.1,RoleReviewStats,9.3,Growth,
156,weighbridge-operator,weighbridge-operator,weighbridge-operator,Weighbridge Operator,,,administration-office-support,Australia,50000.0,80000.0,60000.0,70000.0,66249.0,SalarySuggestion,4.3,RoleReviewStats,,,
157,service-assistant,service-assistant,service-assistant,Service Assistant,,,administration-office-support,Australia,40000.0,85000.0,55000.0,70000.0,60625.0,SalarySuggestion,2.9,RoleReviewStats,0.7,Growth,
158,administration-consultant,administration-consultant,administration-consultant,Administration Consultant,,,administration-office-support,Australia,45000.0,90000.0,60000.0,75000.0,67500.0,SalarySuggestion,1.0,RoleReviewStats,,,
159,scheduling-coordinator,scheduling-coordinator,scheduling-coordinator,Scheduling Coordinator,,,administration-office-support,Australia,55000.0,85000.0,65000.0,75000.0,68500.0,SalarySuggestion,3.8,RoleReviewStats,,,
160,construction-administrator,construction-administrator,construction-administrator,Construction Administrator,,,administration-office-support,Australia,50000.0,95000.0,65000.0,80000.0,72500.0,SalarySuggestion,3.7,RoleReviewStats,,,
161,medical-administrator,medical-administrator,medical-administrator,Medical Records Administrator,,,administration-office-support,Australia,50000.0,80000.0,60000.0,70000.0,65000.0,SalarySuggestion,3.8,RoleReviewStats,7.3,Growth,
162,documentation-officer,documentation-officer,documentation-officer,Documentation Officer,,,administration-office-support,Australia,50000.0,95000.0,65000.0,80000.0,70000.0,SalarySuggestion,,,,,
163,business-executive,business-executive,business-executive,Business Executive,,,administration-office-support,Australia,65000.0,125000.0,85000.0,105000.0,92500.0,SalarySuggestion,,,,,
164,support-officer,support-officer,support-officer,Support Officer,,,administration-office-support,Australia,55000.0,100000.0,70000.0,85000.0,77500.0,SalarySuggestion,3.9,RoleReviewStats,,,
165,client-services-coordinator,client-services-coordinator,client-services-coordinator,Client Services Coordinator,,,administration-office-support,Australia,55000.0,85000.0,65000.0,75000.0,70000.0,SalarySuggestion,4.1,RoleReviewStats,,,
166,service-coordinator,service-coordinator,service-coordinator,Service Coordinator,,,administration-office-support,Australia,55000.0,100000.0,70000.0,85000.0,74824.0,SalarySuggestion,4.0,RoleReviewStats,,,
167,workforce-coordinator,workforce-coordinator,workforce-coordinator,Workforce Coordinator,,,administration-office-support,Australia,55000.0,100000.0,70000.0,85000.0,73500.0,SalarySuggestion,2.6,RoleReviewStats,,,
168,warranty-officer,warranty-officer,warranty-officer,Warranty Officer,,,administration-office-support,Australia,40000.0,100000.0,60000.0,80000.0,70000.0,SalarySuggestion,5.0,RoleReviewStats,,,
169,executive-officer,executive-officer,executive-officer,Executive Officer,,,administration-office-support,Australia,80000.0,140000.0,100000.0,120000.0,109122.0,SalarySuggestion,4.2,RoleReviewStats,7.9,Growth,
170,response-manager,response-manager,response-manager,Response Manager,,,administration-office-support,,,,,,,,4.0,RoleReviewStats,,,
171,processing-officer,processing-officer,processing-officer,Processing Officer,,,administration-office-support,Australia,50000.0,80000.0,60000.0,70000.0,60000.0,SalarySuggestion,3.0,RoleReviewStats,,,
172,bookings-consultant,bookings-consultant,bookings-consultant,Bookings Consultant,,,administration-office-support,Australia,40000.0,70000.0,50000.0,60000.0,52500.0,SalarySuggestion,1.0,RoleReviewStats,,,
173,delivery-coordinator,delivery-coordinator,delivery-coordinator,Delivery Coordinator,,,administration-office-support,Australia,45000.0,105000.0,65000.0,85000.0,70000.0,SalarySuggestion,3.8,RoleReviewStats,,,
174,onboarding-coordinator,onboarding-coordinator,onboarding-coordinator,Onboarding Coordinator,,,administration-office-support,Australia,50000.0,95000.0,65000.0,80000.0,75000.0,SalarySuggestion,,,,,
175,processing-administrator,processing-administrator,processing-administrator,Processing Administrator,,,administration-office-support,,,,,,,,,,,,
176,management-associate,management-associate,management-associate,Management Associate,,,administration-office-support,Australia,55000.0,115000.0,75000.0,95000.0,83749.0,SalarySuggestion,,,,,
177,data-administrator,data-administrator,data-administrator,Data Administrator,,,administration-office-support,Australia,40000.0,100000.0,60000.0,80000.0,72499.0,SalarySuggestion,5.0,RoleReviewStats,38.9,Growth,
178,information-officer,information-officer,information-officer,Information Officer,,,administration-office-support,Australia,45000.0,105000.0,65000.0,85000.0,77637.0,SalarySuggestion,2.0,RoleReviewStats,,,
179,data-officer,data-officer,data-officer,Data Officer,,,administration-office-support,Australia,60000.0,120000.0,80000.0,100000.0,89000.0,SalarySuggestion,3.5,RoleReviewStats,38.9,Growth,
180,migration-agent,migration-agent,migration-agent,Migration Agent,,,administration-office-support,Australia,55000.0,115000.0,75000.0,95000.0,85000.0,SalarySuggestion,3.0,RoleReviewStats,,,
181,operations-coordinator,operations-coordinator,operations-coordinator,Operations Coordinator,,,administration-office-support,Australia,50000.0,110000.0,70000.0,90000.0,78990.0,SalarySuggestion,3.4,RoleReviewStats,,,
182,engagement-coordinator,engagement-coordinator,engagement-coordinator,Engagement Coordinator,,,administration-office-support,Australia,55000.0,115000.0,75000.0,95000.0,85000.0,SalarySuggestion,3.0,RoleReviewStats,,,
183,rostering-officer,rostering-officer,rostering-officer,Rostering Officer,,,administration-office-support,Australia,60000.0,75000.0,65000.0,70000.0,66500.0,SalarySuggestion,3.3,RoleReviewStats,,,
184,access-officer,access-officer,access-officer,Access Officer,,,administration-office-support,Australia,55000.0,115000.0,75000.0,95000.0,82191.0,SalarySuggestion,,,,,
185,applications-officer,applications-officer,applications-officer,Applications Officer,,,administration-office-support,Australia,55000.0,115000.0,75000.0,95000.0,85681.0,SalarySuggestion,,,,,
186,operations-clerk,operations-clerk,operations-clerk,Operations Clerk,,,administration-office-support,Australia,40000.0,70000.0,50000.0,60000.0,52500.0,SalarySuggestion,4.0,RoleReviewStats,,,
187,liaison-officer,liaison-officer,liaison-officer,Liaison Officer,,,administration-office-support,Australia,50000.0,110000.0,70000.0,90000.0,81560.0,SalarySuggestion,4.0,RoleReviewStats,,,
188,scheduling-specialist,scheduling-specialist,scheduling-specialist,Scheduling Specialist,,,administration-office-support,Australia,50000.0,110000.0,70000.0,90000.0,80000.0,SalarySuggestion,,,,,
189,settlements-administrator,settlements-administrator,settlements-administrator,Settlements Administrator,,,administration-office-support,Australia,65000.0,80000.0,70000.0,75000.0,72499.0,SalarySuggestion,,,,,
190,sales-support-specialist,sales-support-specialist,sales-support-specialist,Sales Support Specialist,,,administration-office-support,Australia,50000.0,95000.0,65000.0,80000.0,72499.0,SalarySuggestion,,,,,
191,legal-administrator,legal-administrator,legal-administrator,Legal Administrator,,,administration-office-support,Australia,50000.0,80000.0,60000.0,70000.0,69999.0,SalarySuggestion,2.5,RoleReviewStats,,,
192,scheduling-officer,scheduling-officer,scheduling-officer,Scheduling Officer,,,administration-office-support,Australia,45000.0,90000.0,60000.0,75000.0,67500.0,SalarySuggestion,4.5,RoleReviewStats,,,
193,documentation-coordinator,documentation-coordinator,documentation-coordinator,Documentation Coordinator,,,administration-office-support,Australia,45000.0,105000.0,65000.0,85000.0,71249.0,SalarySuggestion,4.0,RoleReviewStats,,,
194,programme-coordinator,programme-coordinator,programme-coordinator,Programme Coordinator,,,administration-office-support,Australia,60000.0,120000.0,80000.0,100000.0,90000.0,SalarySuggestion,,,,,
195,officer,officer,officer,Officer,,,administration-office-support,Australia,60000.0,105000.0,75000.0,90000.0,81740.0,SalarySuggestion,3.6,RoleReviewStats,,,
196,licensing-officer,licensing-officer,licensing-officer,Licensing Officer,,,administration-office-support,Australia,50000.0,110000.0,70000.0,90000.0,81751.0,SalarySuggestion,,,,,
197,building-coordinator,building-coordinator,building-coordinator,Building Coordinator,,,administration-office-support,Australia,60000.0,105000.0,75000.0,90000.0,85000.0,SalarySuggestion,,,4.9,Growth,
198,support-adviser,support-adviser,support-adviser,Support Adviser,,,administration-office-support,Australia,65000.0,125000.0,85000.0,105000.0,92500.0,SalarySuggestion,5.0,RoleReviewStats,,,
199,assessment-officer,assessment-officer,assessment-officer,Assessment Officer,,,administration-office-support,Australia,50000.0,110000.0,70000.0,90000.0,82499.0,SalarySuggestion,4.2,RoleReviewStats,,,
200,project-support-officer,project-support-officer,project-support-officer,Project Support Officer,,,administration-office-support,Australia,60000.0,105000.0,75000.0,90000.0,82569.0,SalarySuggestion,3.0,RoleReviewStats,,,
201,resource-officer,resource-officer,resource-officer,Resource Officer,,,administration-office-support,Australia,55000.0,115000.0,75000.0,95000.0,83845.0,SalarySuggestion,,,,,
202,studio-manager,studio-manager,studio-manager,Studio Manager,,,administration-office-support,Australia,55000.0,100000.0,70000.0,85000.0,77500.0,SalarySuggestion,3.6,RoleReviewStats,7.3,Growth,
203,account-coordinator,account-coordinator,account-coordinator,Account Coordinator,,,administration-office-support,Australia,45000.0,90000.0,60000.0,75000.0,70000.0,SalarySuggestion,4.5,RoleReviewStats,,,
204,service-controller,service-controller,service-controller,Service Controller,,,administration-office-support,Australia,45000.0,105000.0,65000.0,85000.0,77499.0,SalarySuggestion,,,,,
205,client-liaison-officer,client-liaison-officer,client-liaison-officer,Client Liaison Officer,,,administration-office-support,Australia,55000.0,85000.0,65000.0,75000.0,70000.0,SalarySuggestion,3.7,RoleReviewStats,0.0,Growth,
206,partnerships-coordinator,partnerships-coordinator,partnerships-coordinator,Partnerships Coordinator,,,administration-office-support,Australia,45000.0,105000.0,65000.0,85000.0,74999.0,SalarySuggestion,2.0,RoleReviewStats,,,
207,purchasing-assistant,purchasing-assistant,purchasing-assistant,Purchasing Assistant,,,administration-office-support,Australia,55000.0,85000.0,65000.0,75000.0,70000.0,SalarySuggestion,3.0,RoleReviewStats,,,
208,customer-service-assistant,customer-service-assistant,customer-service-assistant,Customer Service Assistant,,,administration-office-support,Australia,45000.0,75000.0,55000.0,65000.0,57750.0,SalarySuggestion,3.4,RoleReviewStats,0.7,Growth,
209,human-resources-administrator,human-resources-administrator,human-resources-administrator,Human Resources Administrator,,,administration-office-support,Australia,45000.0,90000.0,60000.0,75000.0,67500.0,SalarySuggestion,3.7,RoleReviewStats,6.0,Growth,
210,accounts-administrator,accounts-administrator,accounts-administrator,Accounts Administrator,,,administration-office-support,Australia,55000.0,85000.0,65000.0,75000.0,70000.0,SalarySuggestion,4.1,RoleReviewStats,4.3,Growth,
211,settlements-associate,settlements-associate,settlements-associate,Settlements Associate,,,administration-office-support,Australia,50000.0,95000.0,65000.0,80000.0,70000.0,SalarySuggestion,,,,,
212,contracts-administrator,contracts-administrator,contracts-administrator,Contracts Administrator,,,administration-office-support,Australia,90000.0,150000.0,110000.0,130000.0,120000.0,SalarySuggestion,4.0,RoleReviewStats,9.3,Growth,
213,experience-officer,experience-officer,experience-officer,Experience Officer,,,administration-office-support,Australia,40000.0,100000.0,60000.0,80000.0,67499.0,SalarySuggestion,,,,,
214,operations-officer,operations-officer,operations-officer,Operations Officer,,,administration-office-support,Australia,40000.0,100000.0,60000.0,80000.0,72499.0,SalarySuggestion,3.8,RoleReviewStats,,,
215,procurement-adviser,procurement-adviser,procurement-adviser,Procurement Adviser,,,administration-office-support,Australia,85000.0,145000.0,105000.0,125000.0,114000.0,SalarySuggestion,5.0,RoleReviewStats,,,
216,photographer,photographer,photographer,Photographer,,,advertising-arts-media,Australia,35000.0,95000.0,55000.0,75000.0,65000.0,SalarySuggestion,4.5,RoleReviewStats,1.0,Growth,
217,publisher,publisher,publisher,Publisher,,,advertising-arts-media,Australia,60000.0,120000.0,80000.0,100000.0,94999.0,SalarySuggestion,5.0,RoleReviewStats,,,
218,presenter,presenter,presenter,Presenter,,,advertising-arts-media,Australia,55000.0,100000.0,70000.0,85000.0,79999.0,SalarySuggestion,5.0,RoleReviewStats,,,
219,planning-director,planning-director,planning-director,Planning Director,,,advertising-arts-media,Australia,205000.0,265000.0,225000.0,245000.0,237280.0,SalarySuggestion,,,,,
220,Museum-Curator,Museum-Curator,museum-curator,Museum Curator,,,advertising-arts-media,,,,,,,,,,2.1,Growth,
221,media-director,media-director,media-director,Media Director,,,advertising-arts-media,,,,,,,,4.0,RoleReviewStats,,,
222,writer,writer,writer,Writer,,,advertising-arts-media,Australia,70000.0,130000.0,90000.0,110000.0,97500.0,SalarySuggestion,4.4,RoleReviewStats,7.1,Growth,
223,announcer,announcer,announcer,Announcer,,,advertising-arts-media,Australia,50000.0,80000.0,60000.0,70000.0,67500.0,SalarySuggestion,,,,,
224,journalist,journalist,journalist,Journalist,,,advertising-arts-media,Australia,50000.0,80000.0,60000.0,70000.0,62500.0,SalarySuggestion,4.3,RoleReviewStats,7.1,Growth,
225,project-executive,project-executive,project-executive,Project Executive,,,advertising-arts-media,Australia,60000.0,120000.0,80000.0,100000.0,87500.0,SalarySuggestion,4.0,RoleReviewStats,,,
226,sound-technician,sound-technician,sound-technician,Sound Technician,,,advertising-arts-media,,,,,,,,3.7,RoleReviewStats,8.0,Growth,
227,video-editor,video-editor,video-editor,Video Editor,,,advertising-arts-media,Australia,50000.0,95000.0,65000.0,80000.0,72500.0,SalarySuggestion,4.3,RoleReviewStats,,,
228,media-executive,media-executive,media-executive,Media Executive,,,advertising-arts-media,Australia,40000.0,100000.0,60000.0,80000.0,70000.0,SalarySuggestion,,,,,
229,reporter,reporter,reporter,Reporter,,,advertising-arts-media,Australia,55000.0,100000.0,70000.0,85000.0,74000.0,SalarySuggestion,4.0,RoleReviewStats,7.1,Growth,
230,strategist,strategist,strategist,Strategist,,,advertising-arts-media,Australia,90000.0,105000.0,95000.0,100000.0,100000.0,SalarySuggestion,,,,,
231,producer,producer,producer,Producer,,,advertising-arts-media,Australia,55000.0,115000.0,75000.0,95000.0,82999.0,SalarySuggestion,4.5,RoleReviewStats,0.8,Growth,
232,art-director,art-director,art-director,Art Director,,,advertising-arts-media,Australia,75000.0,135000.0,95000.0,115000.0,110000.0,SalarySuggestion,4.3,RoleReviewStats,0.8,Growth,
233,strategy-director,strategy-director,strategy-director,Strategy Director,,,advertising-arts-media,Australia,185000.0,245000.0,205000.0,225000.0,215000.0,SalarySuggestion,3.5,RoleReviewStats,,,
